RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,Street,fromSt,toSt,Direction
19098,Brooklyn,2012,2,3,15,45,10,9005794,POINT (1015099.3175993467 178403.13476305187),PENNSYLVANIA AVENUE,Dead End,Dead end,NB\
23837,Brooklyn,2016,10,17,17,45,125,19641,POINT (982597.6863402345 165786.18220374858),13 AVENUE,72 Street,73 Street,NB\
24959,Brooklyn,2017,1,12,18,30,19,39962,POINT (1002174.1608399042 157503.91409484364),AVENUE V,Brigham Street,Bragg Street,WB\
11539,Bronx,2013,1,19,0,15,55,140986,POINT (1017137 244072.6),SHE NB EXIT,CROSS BRONX EXWY,SHERIDAN EXWY,NB\
28834,Brooklyn,2018,11,16,16,45,22,29555,POINT (996354.1007423599 187488.03822420913),FULTON STREET,Claver Place,Franklin Avenue,WB\
31026,Manhattan,2019,10,5,23,45,195,32283,POINT (983507.2198650691 208711.84714293483),8 AVENUE,Greenwich Avenue,14 Street/canarsie Line,NB\
31054,Queens,2019,10,13,11,15,59,128571,POINT (1006973.1780353757 196911.20677035055),CYPRESS AVENUE,Alley,Hart Street,WB\
17413,Brooklyn,2014,6,15,7,45,30,158035,POINT (1000826.3 155218.3),NOSTRAND AV,AV Y,AV X,NB\
15389,Manhattan,2013,7,25,17,45,152,38322,POINT (995743.7 230798.5),CENTRAL PARK W,W 109 ST,FRED DOUGLASS CIR,NB\
22563,Brooklyn,2016,1,19,19,30,48,20299,POINT (987635.1078446042 166976.74663272718),17 AVENUE,58 Street,57 Street,NB\
2163,Queens,2009,8,25,15,45,0,45415,POINT (1009150 196146.1),N/B MENAHAN ST @ ONDERDONK AVE,SENECA AV,ONDERDONK AV,NB\
31146,Manhattan,2019,10,19,7,15,124,34338,POINT (987876.7867992013 220311.87741552634),AMSTERDAM AVENUE,West 60 Street,West 61 Street,NB\
15809,Staten Island,2013,10,23,0,45,3,4459,POINT (937932.5 142371.8),BARLOW AV,ELTINGVILLE BLVD,GETZ AV,EB\
21682,Manhattan,2015,10,30,12,0,194,219690,POINT (1001709.4389546403 235281.00445188515),EAST 135 STREET,Pedestrian Path,Madison Avenue,WB\
16533,Brooklyn,2014,1,28,20,15,17,31033,POINT (997707.4 194443.2),WALLABOUT ST,WALTON ST,MARCY AV,EB\
14245,Brooklyn,2013,4,26,0,15,37,28023,POINT (992017.1 176220.5),CONEY ISLAND AV,CATON PL,PARK CIR,NB\
8542,Manhattan,2012,6,23,3,0,12,34410,POINT (988879.6 223977.8),WEST END AV,W 74 ST,W 75 ST,NB\
30153,Queens,2019,5,10,6,0,44,177615,POINT (1028931.8143046284 215115.26618027306),ROOSEVELT AVENUE BRIDGE,Flushing Line,Flushing Line,EB\
23727,Brooklyn,2016,6,16,11,15,23,22379,POINT (985899.347210444 186290.0715832227),3 STREET,Smith Street,Hoyt Street,EB\
8944,Manhattan,2012,5,7,17,45,572,151988,POINT (983336.1 198638.5),BK BR EXT RP,ROSE ST,BEND,NB\
19650,Bronx,2015,2,26,6,15,38,145662,POINT (1032426.7600823102 256123.18423569924),BARTOW AVENUE,Dead end,Co-op City Boulevard,WB\
20922,Queens,2015,7,16,9,30,53,83624,POINT (1024642.826238825 211995.16442551484),111 STREET,45 Avenue,46 Avenue,SB\
16854,Manhattan,2014,5,17,4,15,6,32799,POINT (986549.2 207760.4),E 16 ST,5 AV/W 16 ST,UNION SQ W,EB\
27600,Queens,2018,2,1,5,0,3,130081,POINT (1011269.8154593578 207827.25693916532),50 AVENUE,Alley,63 Street,WB\
28842,Brooklyn,2018,11,14,16,30,192,150681,POINT (1011621.9128943129 185478.7946443284),ATLANTIC AVENUE,Dead End,Williams Avenue,WB\
21819,Manhattan,2015,10,12,14,30,4,37372,POINT (993600.0281689909 220584.11940477163),EAST 72 STREET,5 Avenue,Madison Avenue,EB\
9703,Bronx,2011,4,6,21,0,131,86545,POINT (1025605.4 241673.7),CASTLE HILL AVE BET CBE SR SOUTH & WATSON AVE,WATSON AV,CROSS BX SVC RD S,SB\
20152,Queens,2015,4,19,23,0,49,75354,POINT (1010588.5786671798 210874.24451883667),ROOSEVELT AVENUE,59 Street,60 Street,WB\
17556,Manhattan,2014,7,16,20,15,1,137844,POINT (991241.4 201407.5),F D R DR,E HOUSTON ST,FDR DR NB EN E HOUSTON ST/E 5 WALK PEDESTRIAN OPAS,NB\
25939,Brooklyn,2016,9,18,16,15,19,23836,POINT (985402.7532154446 192838.6281540227),PIERREPONT STREET,Willow Street,Hicks Street,EB\
29060,Manhattan,2018,10,20,9,30,78,33883,POINT (987418.365411486 210193.22356511926),WEST 26 STREET,Broadway,5 Avenue,EB\
8298,Queens,2012,4,9,23,30,187,141366,POINT (1014163.1 189737.6),JACKIE ROBINSON PKWY,JACKIE ROBINSON PKWY EB ET 2,JACKIE ROBINSON PKWY EB EXIT 2/JRP EB EXIT 2,EB\
26799,Queens,2017,5,31,1,0,45,101312,POINT (1053013.0556994593 217501.74919279953),LITTLE NECK BRIDGE,Alley Creek Shoreline,Alley Creek Shoreline,EB\
2862,Manhattan,2010,3,22,10,15,0,164281,POINT (986948.3 201273.4),N/B ALLEN ST @ DELANCEY ST,DELANCEY ST,DELANCEY ST,NB\
18175,Brooklyn,2014,9,12,3,0,2,149136,POINT (1022636.0623283605 183202.76701264275),LINDEN BOULEVARD,Dead End,Drew Street,EB\
15789,Brooklyn,2013,11,4,5,30,2,29261,POINT (993399 189415),GREENE AV,CLINTON AV,WAVERLY AV,WB\
11705,Manhattan,2013,2,2,9,30,271,32216,POINT (983530.9 206704.6),7 AV S,W 4 ST,W 10 ST,SB\
20801,Bronx,2015,6,20,21,45,34,179668,POINT (1030300.2138098032 250860.46721916474),HUTCHINSON PY NB EN PELHAM PY,Dead End,Hutchinson River Parkway,EB\
19878,Brooklyn,2015,3,13,0,45,4,27346,POINT (997776.6162990998 159450.35779142627),EAST 21 STREET,Avenue R,Avenue S,SB\
21561,Brooklyn,2015,9,19,4,0,39,190897,POINT (985499.357268358 181856.3203820528),3 AVENUE,Dead end,17 Street,NB\
15809,Staten Island,2013,10,26,0,15,11,4223,POINT (935006.7 142957.7),DORVAL PL,SUNFIELD AV,DORVAL AV/ANNADALE RD,EB\
15798,Brooklyn,2013,10,26,17,0,57,115196,POINT (992296.7 188408.7),CARLTON AVENUE,ATLANTIC AVENUE,FULTON STREET,NB\
25271,Bronx,2017,4,1,17,30,129,85917,POINT (1020712.433195093 249648.56911601504),BRONXDALE AVENUE,Unionport Road,Bronx Park East,NB\
7210,Manhattan,2010,10,24,14,0,374,145260,POINT (987371.9 202639.8),E/B E HOUSTON ST @ ALLEN ST,ALLEN ST,ALLEN ST,EB\
31147,Manhattan,2019,10,29,9,30,508,71036,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,WB\
15720,Brooklyn,2013,9,22,3,30,0,28026,POINT (992174 176772.5),S LAKE DR,PARK CIR,W LAKE DR,NB\
24634,Brooklyn,2016,10,27,0,30,30,157647,POINT (998656.1934822508 151955.25777157446),EMMONS AVENUE,East 21 Street,Dead End,WB\
25256,Bronx,2017,2,14,20,45,66,86030,POINT (1021592.0292357713 247326.0718897492),MORRIS PARK AVENUE,Hunt Avenue,Holland Avenue,WB\
18083,Bronx,2014,9,30,14,30,38,116416,POINT (1013757.087781423 243134.55758274102),LOUIS NINE BOULEVARD,East 170 Street,Dead end,SB\
18476,Brooklyn,2014,11,4,18,30,134,42060,POINT (1003782.9670443245 174115.26744463973),UTICA AVENUE,Dead End,Clarendon Road,SB\
32384,Manhattan,2020,11,1,21,30,38,158808,POINT (989240.4312123661 219547.3997999201),BROADWAY,West 60 Street,West 61 Street,NB\
28843,Queens,2019,4,15,1,15,42,67745,POINT (1006176.0936858965 213697.244109918),NORTHERN BOULEVARD,42 Street,42 Place,WB\
26512,Staten Island,2017,9,15,9,15,108,159727,POINT (938344.533718235 155583.35593949747),TRAVIS AVENUE,Freedom Avenue,Dead end,WB\
12406,Queens,2009,11,3,23,0,56,59069,POINT (1043528.3 184396.7),ROCKAWAY BLVD WB APPROACH TO SUTPHIN BLVD,SUTPHIN BLVD,BAISLEY BLVD S,WB\
17452,Manhattan,2014,6,9,15,30,80,36125,POINT (992785.9 214701.6),E 51 ST,3 AV,2 AV,WB\
22649,Bronx,2016,5,21,16,45,1136,154935,POINT (1016187.1008770579 239021.84470815875),EASTERN BLVD BRIDGE,Bruckner Expressway,Bronx River Shoreline,EB\
23464,Staten Island,2016,5,18,9,30,56,159723,POINT (938342.6125347872 154423.3549288085),NOME AVENUE,Steinway Avenue,Richmond Avenue,WB\
25971,Queens,2017,6,13,13,15,98,179237,POINT (1030929.8410430944 217003.74111664758),MAIN STREET,Northern Boulevard,37 Avenue,SB\
24306,Bronx,2016,9,7,20,30,16,89571,POINT (1027672.0301746574 263599.8268027099),STRANG AVENUE,Edson Avenue,Baychester Avenue,EB\
28491,Queens,2018,6,10,1,30,14,112647,POINT (1013714.3447501287 193127.73084467524),COOPER AVENUE,60 Lane,61 Street,NB\
18083,Bronx,2014,9,19,19,30,0,70376,POINT (1008115.3516519414 237762.65071232483),3 AVENUE,East 154 Street,East 155 Street,NB\
21967,Queens,2015,11,7,11,0,14,98518,POINT (1049186.3299480772 215822.29206493552),46 AVENUE,215 Place,216 Street,EB\
23599,Brooklyn,2016,6,9,16,45,214,22166,POINT (984389.6300182053 185159.75026527233),COURT STREET,West 9 Street,Garnet Street,SB\
23860,Brooklyn,2016,10,12,19,0,92,26098,POINT (997314.4064117187 153547.0183364147),AVENUE Z,East 16 Street,East 17 Street,WB\
17657,Manhattan,2014,7,13,23,0,102,158803,POINT (990806 226614.5),BROADWAY,W 86 ST,W 87 ST,SB\
12393,Queens,2012,1,24,6,0,26,186809,POINT (1041589.3 198363.1),169TH ST APPROACHING HILLSIDE AVE,HOMELAWN ST/HILLSIDE AV,HOMELAWN ST,SB\
11559,Bronx,2012,10,7,15,15,379,134866,POINT (1015330.7 238724.5),BRE EB EXIT 46,BRYANT AV/BRUCKNER BLVD,BRUCKNER BLVD,WB\
25933,Brooklyn,2016,9,14,0,45,18,162724,POINT (987821.371592229 192743.81088752102),JAY STREET,8 Avenue Line,8 Avenue Line,NB\
15917,Queens,2013,11,8,12,45,24,98507,POINT (1049667.3 214831),48 AV,216 ST,217 ST,EB\
8678,Brooklyn,2012,6,14,12,45,76,22704,POINT (987315.4 189545.3),DEAN ST,SMITH ST,HOYT ST,EB\
10425,Queens,2012,10,23,12,15,33,48721,POINT (1012018.9 194427.4),FOREST AV,MYRTLE AV/GEORGE ST,STEPHEN ST,NB\
3304,Queens,2009,5,9,6,0,125,52548,POINT (1023900.7 193240.7),E/B PARK LANE SOUTH @ 89 ST,88 ST,89 ST,EB\
11638,Bronx,2013,4,6,21,15,195,79057,POINT (1016227.5 241049.2),WESTCHESTER AV BR,WESTCHESTER AV,BRONX RIVER AVENUE,EB\
23652,Brooklyn,2016,9,21,14,45,287,192045,POINT (984555.431294901 156793.21052093152),BAY PARKWAY,Belt Parkway Wb Bay Parkway En,Cropsey Avenue,NB\
22704,Manhattan,2016,4,19,12,30,50,165861,POINT (999392.2137921946 217336.28885844105),ROOSEVELT IS BRIDGE,Qn-ny Cnty Shoreline,Dead end,WB\
17657,Manhattan,2014,7,14,11,15,3,37175,POINT (990962.4 222046.9),CPW 72 APPR,CENTRAL PARK W/W 72 ST,WEST DR,EB\
19022,Queens,2014,12,7,12,15,73,57809,POINT (1045482.42804793 155193.188679338),EDGEMERE AVENUE,Dead End,Beach 49 Street,EB\
27162,Brooklyn,2017,12,6,6,45,50,28005,POINT (992628.7207905066 174923.70790769858),CHURCH AVENUE,East 10 Street,Stratford Road,EB\
21819,Manhattan,2015,10,25,1,30,75,257468,POINT (990451.2198586417 218445.8783373754),CENTRAL PARK SOUTH,63 Street Line,Astoria Line,EB\
15455,Manhattan,2013,7,31,3,15,115,33290,POINT (989609 208230.1),2 AV,E 23 ST,E 24 ST,SB\
31960,Queens,2020,1,20,5,15,0,171257,POINT (1050774.956280506 156633.5480565171),BEACH 27 STREET,Deerfield Road,Seagirt Boulevard,SB\
26799,Bronx,2017,3,31,12,30,216,134641,POINT (1032951.0785237534 262796.68210655835),EASTCHESTER BRIDGE,Dead End,Boston Road,SB\
14630,Manhattan,2013,6,13,1,30,341,159115,POINT (987395.6 201077.1),DELANCEY ST,LUDLOW ST,ESSEX ST,EB\
31026,Manhattan,2019,10,5,6,45,118,33760,POINT (985165.2605906121 217275.49643361324),11 AVENUE,West 45 Street,West 46 Street,SB\
9496,Bronx,2012,2,7,19,0,43,89614,POINT (1027893 267253),NEREID AVENUE,HILL AVENUE,MONTICELLO AVENUE,EB\
1837,Manhattan,2010,11,7,2,15,48,32656,POINT (986517.1 200695.1),E/B GRAND AVE @ ALLEN ST,ELDRIDGE ST,ALLEN ST,EB\
17557,Queens,2014,6,21,8,30,9,91755,POINT (1037272.9 212382.3),ROSE AV,PARSONS BLVD,OAK AV,NB\
3413,Brooklyn,2009,5,30,9,45,90,20679,POINT (981902.8 170561.6),E/B 60 ST @ 9 AVE,8 AV,9 AV,EB\
3249,Queens,2009,3,22,2,45,6,111318,POINT (1026947.8 194012.2),E/B PARK LANE SOUTH @ 104 ST,102 ST/FREEDOM DR,104 ST,EB\
2971,Queens,2010,1,14,9,30,97,75766,POINT (1012882.3 212138.8),W/B BROADWAY @ 69 ST,BQE WB EXIT 37/69 ST,BQE SR,WB\
2335,Bronx,2009,10,25,4,45,4,80668,POINT (1018637.3 260190),S/B KINGS COLLEGE PL@E GUNHILL RD,E GUN HILL RD,E 211 ST,SB\
10595,Bronx,2012,10,19,23,15,39,89082,POINT (1024046.4 261196.4),BRONXWOOD AV,E 221 ST,E 222 ST,NB\
2276,Manhattan,2000,1,5,7,30,216,32956,POINT (986884.7 207042.2),W/B UNION SQUARE E @ E 14 ST,E 14 ST/BROADWAY,4 AV,WB\
26512,Queens,2017,9,11,12,0,169,57194,POINT (1038412.8609790868 192916.43245338227),LIBERTY AVENUE,146 Street,Sutphin Boulevard,NB\
17345,Queens,2014,6,21,17,30,50,156857,POINT (1034008.5 203231),MAIN ST,73 AV,75 AV,NB\
31027,Bronx,2019,11,8,2,45,17,89398,POINT (1025790.5965155478 268858.9708119882),WHITE PLAINS ROAD,St Ouen Street,Penfield Street,NB\
20377,Bronx,2015,5,24,6,15,38,70598,POINT (1009356.2371169983 239588.8110642209),EAST 163 STREET,Elton Avenue,3 Avenue,WB\
12208,Brooklyn,2010,9,29,5,0,31,25652,POINT (995004.3 157674.7),CONEY ISL AVE AND AVE U BET AVE T & AVE U,AV T,AV U,SB\
31152,Manhattan,2019,10,19,13,30,319,36362,POINT (994460.753316463 215441.2157987145),1 AVENUE,East 56 Street,East 57 Street,NB\
17415,Brooklyn,2014,6,15,10,0,181,110369,POINT (998887.8 169702.6),FLATBUSH AV,NOSTRAND AV/HILLEL PL,E 31 ST,NB\
28842,Brooklyn,2018,11,13,0,0,25,29472,POINT (995569.0056739034 188758.80455628145),CLASSON AVENUE,Gates Avenue,Monroe Street,NB\
19021,Queens,2014,12,3,12,15,19,91229,POINT (1031206.194702615 219872.9231092726),138 STREET,31 Drive,31 Road,NB\
23166,Staten Island,2016,4,4,14,0,122,155235,POINT (963252.2650584006 170782.14387982208),BAY STREET,Dead End,Swan Street,SB\
16082,Manhattan,2013,11,21,14,15,193,31903,POINT (982595.9 203309.6),VARICK ST,BROOME ST/HOLLAND TUN APPR,DOMINICK ST,SB\
16192,Queens,2013,11,16,7,30,0,156517,POINT (1026311 190104.3),ATLANTIC AV,95 ST,WOODHAVEN BLVD,WB\
17386,Queens,2014,6,10,7,15,134,98215,POINT (1048020.7 216310.4),NORTHERN BLVD,213 ST,BELL BLVD,EB\
28006,Bronx,2018,3,29,13,30,64,88877,POINT (1020730.3574720748 268185.90006251127),VAN CORTLANDT PARK EAST,Dead End,Dead end,SB\
30153,Brooklyn,2019,3,20,3,0,5,45165,POINT (1008259.5453474045 195847.7913351252),GREENE AVENUE,St Nicholas Avenue,Cypress Avenue,NB\
20812,Brooklyn,2015,6,20,22,30,0,118106,POINT (992609.1715188585 183899.69643540544),WEST DRIVE,Dead End,Dead end,SB\
31147,Manhattan,2019,11,19,7,15,454,138892,POINT (995963.0330513178 215550.11772571897),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,WB\
7327,Queens,2010,4,8,6,30,509,141362,POINT (1014624.3 190487),E/B JACKIE ROBINSON PKWY @ VERMONT PL,JRP EB EN VERMONT PL,VERMONT PL,EB\
10945,Brooklyn,2012,10,15,21,30,77,28553,POINT (997750.3 172554.1),ROGERS AV,NEWKIRK AV,AV D,NB\
15973,Manhattan,2013,10,31,8,30,122,166137,POINT (997819.9 229878.9),CENTRAL PARK N,FRAWLEY CIR,LENOX AV/CP LENOX APPR,EB\
17995,Manhattan,2014,9,23,13,30,0,70896,POINT (1001058.8388353832 245346.70417183085),WEST 167 STREET,Audubon Avenue,8 Avenue Line,WB\
25771,Manhattan,2017,6,23,2,30,9,37536,POINT (996125.955685054 220717.776018401),EAST 77 STREET,2 Avenue,3 Avenue,WB\
11573,Brooklyn,2012,10,19,15,45,135,28234,POINT (994452.7 176618.6),CATON AV,E 18 ST,ST PAULS PL,EB\
21164,Brooklyn,2015,10,5,11,45,48,47393,POINT (1012147.1697072588 182934.7336228165),SUTTER AVENUE,Hinsdale Street,Williams Avenue,WB\
1282,Queens,2011,7,14,18,30,64,98035,POINT (1046410.1 217312.1),CORPORAL KENNEDY ST,42 AV,41 AV,NB\
12514,Brooklyn,2010,6,20,12,30,119,17292,POINT (978848.8 167916.3),BAY RIDGE PKWY APPROACH TO 7th AVE,6 AV,7 AV,EB\
25148,Brooklyn,2017,2,3,6,0,67,41444,POINT (1007164.169737289 165680.3919711974),RALPH AVENUE,East 64 Street,Avenue M,NB\
25886,Manhattan,2017,6,10,2,30,29,32108,POINT (983295.1063816703 202825.38541266017),WATTS STREET,Broome Street,Thompson Street,WB\
22298,Manhattan,2016,1,6,15,45,277,159186,POINT (985423.7147241465 203456.06783908076),EAST HOUSTON STREET,Crosby Street,Lafayette Street,EB\
10539,Manhattan,2012,9,16,1,0,88,38630,POINT (997177.1 234774.3),W 125 ST,MORNINGSIDE AV,ST NICHOLAS AV,WB\
16998,Brooklyn,2014,4,17,8,15,329,26751,POINT (993027.8 162666.5),OCEAN PKWY,AV N,AV O,NB\
28591,Bronx,2017,11,15,6,45,75,236564,POINT (1020876.2323865674 251697.20215563118),WHITE PLAINS ROAD,Pelham Parkway Greenway,Pelham Parkway North,SB\
12357,Manhattan,2010,3,17,1,30,39,36807,POINT (997648.5 219723.5),YORK AVE BET E 76TH ST & E 77TH ST,E 76 ST,E 77 ST,SB\
2052,Manhattan,2009,9,13,23,45,57,38801,POINT (998818.3 240058.5),S/B AMSTERDAM AVE @ W 145 ST,W 145 ST,W 146 ST,SB\
24761,Bronx,2016,11,13,15,15,125,89644,POINT (1028610.9070937303 260938.39918993087),BAYCHESTER AVENUE,Crawford Avenue,Needham Avenue,SB\
8560,Brooklyn,2012,6,23,14,0,105,20226,POINT (987877.5 159899.9),STILLWELL AV,78 ST/QUENTIN RD/23 AV,KINGS HWY,NB\
20991,Manhattan,2015,10,30,11,15,258,36517,POINT (995598.7752413469 216022.70822390672),YORK AVENUE,Astoria Line,East 61 Street,NB\
31064,Queens,2019,10,11,0,0,34,153067,POINT (1018802.5842359359 214296.57638277733),34 AVENUE,92 Street,93 Street,WB\
10218,Brooklyn,2012,10,9,20,0,14,27848,POINT (991502.1 173215.4),OCEAN PKWY,AV C,BEVERLY RD,NB\
1497,Bronx,2010,5,10,15,45,134,86336,POINT (1023240.8 247831.8),E/B MORRIS PARK AVE @ FOWLER AVE,BRONXDALE AV,FOWLER AV,EB\
3127,Brooklyn,2009,1,18,21,30,22,43797,POINT (1007912.3 188477.3),N/B Thomas S Boyland St @Macdonough St,MAC DONOUGH ST,DECATUR ST,NB\
20801,Bronx,2015,6,18,15,30,34,236635,POINT (1030144.041040858 251153.585087369),HUTCHINSON RVR PKWY SB ET 3 E,Dead End,Pelham Parkway Greenway,SB\
17754,Manhattan,2014,8,3,5,0,0,38144,POINT (992745.2 231450.6),W 106 ST,RIVERSIDE DR,WEST END AV,EB\
22611,Brooklyn,2016,4,7,16,15,101,50963,POINT (1022733.3567963842 184976.57608910862),SUTTER AVENUE,South Conduit Avenue,Dead end,EB\
2325,Bronx,2009,10,25,8,0,78,81302,POINT (1017972.4 260225.3),E/B E GUNHILL RD @ WAYNE AVE,BAINBRIDGE AV,WAYNE AV,EB\
18476,Brooklyn,2014,11,12,23,45,251,188525,POINT (1005326.3280507497 162028.87142778563),FLATBUSH AVENUE,Dead end,Avenue T,NB\
25632,Brooklyn,2017,5,19,11,45,170,163652,POINT (992216.7196135906 176529.41075516058),PARKSIDE AVENUE,Bike Path,Parade Place,EB\
21934,Brooklyn,2015,10,27,11,0,75,17080,POINT (976388.9070253563 166209.0057947149),4 AVENUE,4 Avenue Line,4 Avenue Line,SB\
32417,Queens,2020,11,20,5,0,0,97387,POINT (1043169.6449185858 210864.26123221216),UNDERHILL AVENUE,189 Street,190 Street,EB\
1798,Queens,2010,10,3,23,0,26,90711,POINT (1037259.6 209694.9),E/B BOOTH MEMORIAL AVE @ 160 ST,159 ST,160 ST,EB\
26524,Manhattan,2017,10,21,11,0,73,33117,POINT (988621.7285878224 205652.31538449848),EAST 13 STREET,1 Avenue,2 Avenue,WB\
31031,Queens,2019,8,25,10,30,42,66978,POINT (1009736.62814859 204058.683139756),MAURICE AVENUE,55 Road,Borden Avenue,NB\
18074,Brooklyn,2014,11,18,15,0,42,41557,POINT (1008676.6981467381 165120.32811293588),VETERANS AVENUE,East 67 Street,Avenue T,EB\
15590,Manhattan,2013,10,7,20,45,143,36403,POINT (994972.5 216366),1 AV,E 60 ST/KOCH BR PEDESTRIAN AND BIKE PATH,E 61 ST,NB\
10886,Brooklyn,2009,12,3,16,0,32,26825,POINT (992154.4 169257.9),Ocean Ave NB Between,Newkirk Ave and Foster Ave,NEWKIRK AV,NB\
28399,Manhattan,2018,6,17,6,0,47,37899,POINT (998373.1699389798 225512.69505346907),3 AVENUE,East 96 Street,East 97 Street,NB\
14224,Bronx,2013,2,6,21,30,831,154604,POINT (1009578.2 247135.1),CROSS BRONX EXPRESSWAY,MORRIS AVENUE,WEEKS AVENUE,WB\
15771,Bronx,2013,10,30,5,30,39,78546,POINT (1012854.9 247785.6),E TREMONT AV,BATHGATE AV,3 AV,WB\
22540,Brooklyn,2016,3,5,6,45,37,20678,POINT (981516.3269095221 170701.32889842903),8 AVENUE,60 Street,61 Street,NB\
32143,Queens,2018,5,3,20,45,0,157021,POINT (1026110.6720563696 190083.91274100143),WOODHAVEN BOULEVARD,Dead End,Atlantic Avenue,SB\
10429,Brooklyn,2013,1,16,20,45,110,161750,POINT (982531.5 177052.7),39 ST,4 AV,4 AV,SB\
18476,Brooklyn,2014,10,31,2,15,5,149980,POINT (1003446.5364498622 183016.80139031727),EASTERN PARKWAY,Rochester Avenue,Utica Avenue,WB\
31033,Brooklyn,2019,10,6,15,0,49,28103,POINT (993371.5052477273 175306.03058289457),CHURCH AVENUE,Argyle Road,Rugby Road,WB\
2099,Staten Island,2009,6,3,12,45,302,160247,POINT (951914.9 144725.1),E/B HYLAN BLVD @ TYSEN S LA,TYSENS LA,PENN AV,EB\
16599,Bronx,2014,3,20,16,15,245,146575,POINT (1032944.6 262743.4),EASTCHESTER BR,BOSTON RD,BOSTON RD,NB\
15774,Bronx,2013,10,25,3,0,0,94658,POINT (1033033.6 241720.2),EDISON AV,LAFAYETTE AV,SULLIVAN PL,NB\
32407,Bronx,2020,10,24,7,15,16,78481,POINT (1012874.9888082277 242640.23784343127),PROSPECT AVENUE,Jennings Street,East 170 Street,NB\
18656,Manhattan,2014,11,1,4,45,185,165376,POINT (992044.8246446198 211076.0937575666),1 AVENUE,Dead End,Queens Midtown Tunnel,NB\
18393,Queens,2014,9,26,19,45,15,157211,POINT (1024399.9960046707 204297.64513867552),CONNECTOR,Queens Boulevard,Queens Boulevard,EB\
15789,Brooklyn,2013,12,13,14,0,73,19597,POINT (982307.1 161654.1),16 AV,86 ST,85 ST,SB\
31075,Staten Island,2019,10,19,1,15,16,12832,POINT (954152.3505039416 163266.33357409385),VICTORY BOULEVARD,Renwick Avenue,Cypress Avenue,EB\
18042,Brooklyn,2014,10,13,19,45,21,29902,POINT (1000002.8186804452 189598.5145786023),GATES AVENUE,Tompkins Avenue,Throop Avenue,WB\
30153,Queens,2019,3,31,13,30,111,48664,POINT (1011235.917758894 191594.53448161547),COOPER AVENUE,Cooper Street,Dead end,SB\
21199,Queens,2015,11,13,18,45,288,98006,POINT (1046742.3575960317 215877.6858842791),NORTHERN BOULEVARD,209 Street,Oceania Street,WB\
25289,Brooklyn,2017,2,9,21,45,0,42773,POINT (1008124.4028828465 178628.1334831632),EAST 98 STREET,Church Avenue,Lott Avenue,NB\
25886,Manhattan,2017,6,7,22,0,184,106025,POINT (982301.9859080391 202710.26235381997),CANAL STREET,Broadway/ 7 Avenue Line,Holland Tunnel Approach,EB\
2727,Brooklyn,2010,4,27,11,45,58,22893,POINT (989729.4 185828.3),S/B 5 AVE @ UNION ST,UNION ST,BERKELEY PL/SACKETT ST,SB\
15774,Bronx,2013,10,18,2,0,10,111368,POINT (1008950.3 246346.2),MOUNT EDEN PKWY,SHERIDAN AV,SELWYN AV,WB\
28006,Bronx,2018,3,29,8,45,145,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB\
10844,Staten Island,2011,5,25,22,0,29,111455,POINT (949935.1 164099.3),Manor Rd SB Between,Potter Ave and Rice Ave,RICE AV,SB\
18062,Queens,2014,10,16,19,45,71,184645,POINT (1023296.1964842121 199536.53876391292),YELLOWSTONE BOULEVARD,Alderton Street,Dead end,NB\
15774,Bronx,2013,10,28,20,30,6,113139,POINT (1008576.6 259983.9),JOHNSON AV,W 230 ST,RIVERDALE AV,SB\
25797,Brooklyn,2017,5,11,10,30,6,28276,POINT (994365.5228658431 179833.33452942892),EAST LAKE DRIVE,East Drive,Lincoln Road,EB\
20328,Manhattan,2015,5,17,20,30,47,137647,POINT (996678.4052277588 230675.10028555262),ADAM C POWELL BOULEVARD,West 111 Street,Central Park North,SB\
11499,Brooklyn,2011,5,14,7,15,27,26096,POINT (997095.7 153515.2),AVE Z BET E 15 ST & E 16 ST,EAST 15 STREET,E 16 ST,WB\
23419,Bronx,2016,5,8,22,0,41,9003819,POINT (1023655.0718800509 252994.57128543305),WILLIAMSBRIDGE ROAD,Dead End,Waring Avenue,NB\
12234,Brooklyn,2011,10,4,12,45,133,28275,POINT (994697.8 178889.3),OCEAN AVE APPROACH TO LINCOLN RD,EAST LAKE DRIVE,PARKSIDE AVENUE,NB\
17854,Manhattan,2014,10,20,23,15,93,36517,POINT (995599.1778443311 216023.44134697088),YORK AVENUE,Astoria Line,East 61 Street,NB\
